brand,model,mileage,fuel_type,engine,ext_col,int_col,accident,clean_title,price,mile_bin,car_age,price_per_mile,ext_col_grouped
Land,Rover LR4 Lux,141525,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,14490.0,100k-150k,13,0.10238473767885532,Black
Jaguar,XKR Base,50000,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Black,Beige,1.0,1,21900.0,40k-60k,18,0.438,Black
BMW,M4 Base,29140,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Orange,Orange,0.0,1,71995.0,20k-40k,5,2.470658888126287,other
BMW,M340 i xDrive,9000,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,White,Red,0.0,1,56900.0,0-20k,3,6.322222222222222,White
Mercedes-Benz,AMG GLE 53 AMG GLE 53,5595,Hybrid,3.0 Liter Turbo,designo Diamond White Metallic,Black,0.0,0,83598.0,0-20k,4,14.941554959785522,other
RAM,1500 Laramie,34121,Gasoline,5.7L V8 16V MPFI OHV,Granite Crystal Clearcoat Metallic,Black,0.0,0,48190.0,20k-40k,3,1.412326719615486,other
BMW,ALPINA B7 Base,36750,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,35999.0,20k-40k,12,0.9795646258503401,Black
Mercedes-Benz,C-Class C280 4MATIC,49626,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,White,other,0.0,1,12000.0,40k-60k,18,0.24180872929512756,White
Jeep,Compass High Altitude,45000,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,White,Beige,1.0,1,16500.0,40k-60k,8,0.36666666666666664,White
Toyota,Highlander Hybrid XLE,69350,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Black,Gray,0.0,1,36000.0,60k-80k,6,0.5191059841384282,Black
BMW,X5 M Base,8307,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Blue Metallic,Sakhir Orange,0.0,0,98900.0,0-20k,3,11.905621764776694,other
BMW,M3 Base,4106,Gasoline,3.0L I6 24V GDI DOHC Twin Turbo,Isle of Man Green Metallic,Kyalami Orange,0.0,1,84645.0,0-20k,2,20.614953726254264,other
BMW,M3 Base,184700,Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Blue,Gray,0.0,1,36950.0,150k-200k,26,0.20005414185165132,Blue
Maserati,Quattroporte S Q4 GranLusso,57500,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,White,Brown,0.0,1,41900.0,40k-60k,7,0.7286956521739131,White
Acura,RDX Advance Package,29000,Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,39650.0,20k-40k,4,1.3672413793103448,Black
Mercedes-Benz,GLA-Class GLA 250 4MATIC,61675,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Black,1.0,1,19000.0,60k-80k,10,0.3080664775030401,Gray
Mercedes-Benz,Sprinter 3500XD High Roof,33300,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,White,Black,0.0,1,45000.0,20k-40k,4,1.3513513513513513,White
Cadillac,XTS Luxury,62950,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Silver,Gray,1.0,1,17498.0,60k-80k,11,0.2779666401906275,Silver
Chevrolet,Camaro 2LT,56675,Gasoline,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Silver,Black,0.0,1,19750.0,40k-60k,10,0.34847816497573886,Silver
Porsche,Cayenne S,92000,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Green,Gray,0.0,1,23000.0,80k-100k,12,0.25,other
Dodge,Magnum R/T,96000,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Gray,Gold,1.0,1,12000.0,80k-100k,20,0.125,Gray
INFINITI,Q70 3.7X,33500,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,23000.0,20k-40k,11,0.6865671641791045,Black
Land,Rover Range Rover SV Autobiography Dynamic SWB,16754,Gasoline,557.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,White,White,0.0,1,112000.0,0-20k,5,6.684970753252954,White
Toyota,Camry Hybrid Base,53249,Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,Silver,Gray,1.0,1,9250.0,40k-60k,18,0.17371218238840166,Silver
GMC,Acadia SLT-1,119000,Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gold,Brown,0.0,1,12500.0,100k-150k,9,0.10504201680672269,other
Lincoln,Corsair Reserve,29336,Gasoline,2.0L I4 16V GDI DOHC Turbo,Black,Sandstone,0.0,0,36999.0,20k-40k,4,1.2612148895554949,Black
RAM,2500 SLT,86000,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Gray,Gray,1.0,1,41000.0,80k-100k,8,0.47674418604651164,Gray
RAM,3500 Laramie,177000,Diesel,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Black,other,1.0,1,40500.0,150k-200k,11,0.2288135593220339,Black
Mercedes-Benz,GL-Class GL 450 4MATIC,93500,Gasoline,362.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Black,Black,1.0,1,15900.0,80k-100k,12,0.17005347593582887,Black
BMW,M5 Base,47700,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Red,White,1.0,1,54999.0,40k-60k,7,1.1530188679245283,Red
Acura,ILX Premium Package,16120,Gasoline,2.4L I4 16V GDI DOHC,Gray,Ebony,0.0,0,26599.0,0-20k,3,1.6500620347394541,Gray
Buick,Rainier CXL,147589,Gasoline,275.0HP 4.2L Straight 6 Cylinder Engine Gasoline Fuel,White,Beige,1.0,1,2800.0,100k-150k,20,0.01897160357479216,White
Cadillac,Escalade Luxury,95570,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Black,Black,1.0,1,22000.0,80k-100k,12,0.23019776080359947,Black
Mercedes-Benz,S-Class S 560,45791,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gray,Gray,0.0,1,52000.0,40k-60k,7,1.135594330763687,Gray
INFINITI,QX80 Base,60000,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Silver,Beige,1.0,1,25950.0,40k-60k,9,0.4325,Silver
Buick,Encore Preferred,50000,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,White,Black,0.0,1,18795.0,40k-60k,6,0.3759,White
Mercedes-Benz,GLS 450 Base 4MATIC,33481,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Black,Almond Beige,0.0,0,43999.0,20k-40k,6,1.3141483229294226,Black
Jeep,Liberty Limited,107000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Gray,Gray,0.0,1,5900.0,100k-150k,15,0.05514018691588785,Gray
Mercedes-Benz,S-Class S 63 AMG,60000,Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,White,Black,1.0,1,37000.0,40k-60k,14,0.6166666666666667,White
Audi,A8 L 3.0T,55000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,White,Brown,0.0,1,28000.0,40k-60k,9,0.509090909090909,White
Mazda,CX-30 2.5 S Select Package,4004,Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,25500.0,0-20k,3,6.368631368631369,Black
Bentley,Continental GT V8,10972,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Red,Black,0.0,1,217950.0,0-20k,3,19.864199781261394,Red
Bentley,Flying Spur V8,27858,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,other,other,0.0,1,197750.0,20k-40k,3,7.098499533347692,other
Porsche,911 Carrera 4S,31678,Gasoline,3.0 Liter,Silver,other,0.0,0,106798.0,20k-40k,7,3.3713618283982574,Silver
Volkswagen,Golf R 4-Door,47144,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Blue,Black,0.0,1,29950.0,40k-60k,9,0.6352876293908026,Blue
Hyundai,Genesis Coupe 3.8 Grand Touring,165454,Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Gray,Black,1.0,1,4000.0,150k-200k,14,0.024175903876606186,Gray
Ford,F-150 XLT,98000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,other,1.0,1,25500.0,80k-100k,7,0.2602040816326531,White
Hyundai,Tucson Limited,39913,Gasoline,2.4L I4 16V GDI DOHC,Black Noir Pearl,Beige,0.0,0,22749.0,20k-40k,5,0.569964673164132,other
Ford,Mustang V6,147191,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Blue,Black,1.0,1,12990.0,100k-150k,12,0.08825267849257087,Blue
BMW,435 i,53600,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Silver,Black,0.0,1,25980.0,40k-60k,11,0.4847014925373134,Silver
Dodge,Challenger R/T,100100,–,–,Purple,Black,0.0,1,17000.0,100k-150k,15,0.16983016983016982,other
Mercedes-Benz,AMG G 63 Base,1750,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Blue,Black,0.0,1,199995.0,0-20k,5,114.28285714285714,Blue
Dodge,Challenger SRT Hellcat,2750,Gasoline,797.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Orange,Black,0.0,1,104500.0,0-20k,5,38.0,other
Porsche,Boxster Base,40800,Gasoline,265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Brown,Beige,0.0,1,35500.0,40k-60k,12,0.8700980392156863,other
Porsche,Macan Base,36798,Gasoline,2.0L I4 16V GDI DOHC Turbo,Volcano Grey Metallic,Black,1.0,1,49500.0,20k-40k,7,1.3451818033588783,other
Ford,Mustang GT,87500,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Red,Black,1.0,1,14900.0,80k-100k,15,0.1702857142857143,Red
Chevrolet,Suburban LT,93000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,38500.0,80k-100k,5,0.41397849462365593,Black
Mercedes-Benz,C-Class C 300 4MATIC,41515,Gasoline,2.0L I4 16V GDI DOHC Turbo,Black,Black,0.0,1,28251.0,40k-60k,7,0.680501023726364,Black
RAM,1500 Classic Warlock,19000,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,Diamond Black,Diesel Gray / Black,1.0,0,33242.0,0-20k,6,1.7495789473684211,other
Toyota,Sequoia SR5,1539,Hybrid,3.4L V6 24V PDI DOHC Twin Turbo Hybrid,Green,Boulder,1.0,1,76373.0,0-20k,2,49.62508122157245,other
BMW,M5 Base,31090,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Green,Black,1.0,1,68000.0,20k-40k,7,2.1871984560952074,other
Mazda,Mazda3 FWD w/Premium Package,21701,Gasoline,2.5L I4 16V,Soul Red Crystal Metallic,Black,0.0,0,25099.0,20k-40k,3,1.1565826459610156,other
Nissan,Rogue SL,97726,Gasoline,"2.5L I-4 DOHC, variable valve control, regular unleaded, engine",Gun Metallic,Charcoal,1.0,0,15998.0,80k-100k,9,0.16370259705707796,other
Audi,A7 3.0T Prestige,73000,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,White,Gray,0.0,1,34000.0,60k-80k,10,0.4657534246575342,White
Genesis,G80 3.8,23600,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Blue,Gray,0.0,1,31900.0,20k-40k,5,1.3516949152542372,Blue
Rolls-Royce,Ghost Base,8755,Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,166900.0,0-20k,9,19.063392347230153,Black
BMW,M6 Gran Coupe Base,20500,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Blue,Black,0.0,1,67900.0,20k-40k,6,3.3121951219512193,Blue
Ford,Mustang V6,57912,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Black,Black,1.0,1,18750.0,40k-60k,12,0.32376709490261085,Black
BMW,650 i,35000,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,18500.0,20k-40k,16,0.5285714285714286,Black
Nissan,Leaf SV PLUS,7089,Electric,214.0HP Electric Motor Electric Fuel System,Black,Black,1.0,1,29895.0,0-20k,2,4.217096910706728,Black
Kia,Telluride EX,14676,Gasoline,3.8L V6 24V GDI DOHC,Dark Moss,Gray,0.0,0,46787.0,0-20k,3,3.1879940038157537,other
Lincoln,Navigator Reserve,13750,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Beige,0.0,1,79999.0,0-20k,3,5.818109090909091,White
Mercedes-Benz,S-Class S 550 4MATIC,13300,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,62500.0,0-20k,10,4.6992481203007515,Black
Chevrolet,Suburban LT,117000,Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,Blue,Beige,0.0,1,27000.0,100k-150k,8,0.23076923076923078,Blue
Audi,A7 55 Premium,27100,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,White,Black,0.0,1,50000.0,20k-40k,5,1.845018450184502,White
Ford,Mustang EcoBoost Premium,89352,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,White,Black,1.0,1,20989.0,80k-100k,8,0.23490240845196525,White
Chevrolet,Cruze LS,100000,Gasoline,153.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,White,Black,1.0,1,8500.0,80k-100k,7,0.085,White
Land,Rover Range Rover HSE SWB,16000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Silver,Black,0.0,1,75500.0,0-20k,5,4.71875,Silver
Land,Rover Defender S,15200,Gasoline,296.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,0.0,1,62999.0,0-20k,2,4.144671052631579,White
BMW,650 i,39960,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,White,Brown,0.0,1,38995.0,20k-40k,13,0.9758508508508509,White
Ford,Mustang Base,119000,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,White,Black,1.0,1,13500.0,100k-150k,17,0.1134453781512605,White
Kia,K5 GT-Line,10971,Gasoline,1.6L I4 16V GDI DOHC Turbo,Passion Red,Black,0.0,0,29998.0,0-20k,3,2.7342995169082127,other
Mazda,Mazda3 i Touring,118500,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Silver,Black,1.0,1,11500.0,100k-150k,11,0.0970464135021097,Silver
Kia,Stinger GT1,8288,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,45899.0,0-20k,4,5.538006756756757,Black
Chevrolet,Camaro ZL1,2950,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Red,Gray,0.0,1,74500.0,0-20k,2,25.25423728813559,Red
Mercedes-Benz,AMG G 63 Base,73000,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,White,Black,1.0,1,78000.0,60k-80k,8,1.0684931506849316,White
Ford,Thunderbird Premium,82000,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Gold,White,0.0,1,14900.0,80k-100k,20,0.18170731707317073,other
Audi,e-tron Prestige,7874,Electric,Electric,Typhoon Gray Metallic,Pearl Beige,0.0,0,38999.0,0-20k,6,4.9528829057658115,other
GMC,Sierra 1500 SLT,49105,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,White,Black,0.0,1,39750.0,40k-60k,8,0.8094898686488138,White
Kia,Telluride LX,5500,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Silver,Black,0.0,1,40000.0,0-20k,2,7.2727272727272725,Silver
Chevrolet,Corvette Base,36700,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Blue,Black,0.0,1,26000.0,20k-40k,20,0.7084468664850136,Blue
BMW,650 i,40000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,White,Beige,0.0,1,34000.0,20k-40k,11,0.85,White
GMC,Acadia Denali,74864,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gray,Beige,0.0,1,19780.0,60k-80k,10,0.26421243855524684,Gray
Cadillac,Escalade Premium Luxury Platinum,15350,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,93500.0,0-20k,4,6.091205211726384,Black
Nissan,GT-R Premium,46100,Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Blue,Black,0.0,1,72999.0,40k-60k,15,1.5834924078091106,Blue
Toyota,Highlander XLE,61454,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Silver,Gray,0.0,1,31000.0,60k-80k,7,0.5044423471214241,Silver
BMW,X7 xDrive40i,45241,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Blue,Brown,0.0,1,54500.0,40k-60k,5,1.2046594902853607,Blue
INFINITI,QX60 Base,48000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,27000.0,40k-60k,7,0.5625,Black
Lexus,IS 250C Base,68500,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,Black,Beige,0.0,1,18500.0,60k-80k,15,0.27007299270072993,Black
GMC,Sierra 1500 Denali,43433,Gasoline,5.3L V8 16V GDI OHV,Onyx Black,Walnut,0.0,0,51899.0,40k-60k,6,1.1949209126700895,other
Chevrolet,SSR Base,122961,Gasoline,6.0L V8 16V MPFI OHV,Redline Red,Ebony,0.0,1,20995.0,100k-150k,20,0.17074519563113508,other
Dodge,Challenger R/T,92861,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Gray,Red,0.0,1,19750.0,80k-100k,11,0.21268347314803845,Gray
Hyundai,Equus Signature,72000,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,White,Beige,0.0,1,21400.0,60k-80k,9,0.2972222222222222,White
Ford,Mustang GT,83000,Gasoline,260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Gray,Black,0.0,1,10500.0,80k-100k,22,0.12650602409638553,Gray
Audi,e-tron Premium,18031,Electric,Electric,Navarra Blue Metallic,Black,0.0,0,39599.0,0-20k,4,2.1961621651600023,other
Toyota,Sequoia Limited,8200,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,Brown,Black,0.0,1,78900.0,0-20k,2,9.621951219512194,other
Jeep,Grand Cherokee L Limited,12875,Gasoline,3.6L V6 24V MPFI DOHC,Diamond Black,Global Black,0.0,0,42599.0,0-20k,3,3.3086601941747573,other
Maserati,GranTurismo Sport,32000,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Beige,Brown,0.0,1,36000.0,20k-40k,10,1.125,other
BMW,M5 Base,61145,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,White,Beige,1.0,1,37500.0,60k-80k,12,0.6132962629814376,White
Mercedes-Benz,C-Class 4MATIC Sedan,9612,Gasoline,"2L I-4 gasoline direct injection, DOHC, variable valve control,",other,other,0.0,0,43900.0,0-20k,3,4.567207657095298,other
Land,Rover Range Rover Sport First Edition,3534,Hybrid,4.4 Liter,Red,Black,0.0,0,143998.0,0-20k,2,40.74646293152235,Red
Ford,F-150 Lariat,152000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Brown,Beige,0.0,1,14000.0,150k-200k,14,0.09210526315789473,other
Audi,A4 2.0T Premium,129567,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,0.0,1,7000.0,100k-150k,13,0.0540261023254378,White
BMW,540 i xDrive,36000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gray,Black,1.0,1,41995.0,20k-40k,6,1.1665277777777778,Gray
BMW,X6 xDrive35i,92008,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,White,Black,0.0,1,12500.0,80k-100k,16,0.1358577514998696,White
Ford,Mustang Base,63900,Gasoline,150.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,White,Gray,0.0,1,10300.0,60k-80k,27,0.16118935837245696,White
Toyota,Sequoia Limited,150900,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Black,Gray,0.0,1,17500.0,150k-200k,13,0.11597084161696487,Black
Dodge,Challenger R/T Scat Pack,43000,–,–,Green,Black,0.0,1,50000.0,40k-60k,6,1.1627906976744187,other
Land,Rover Range Rover 3.0L Supercharged,38020,Gasoline,5.0 Liter,White,Espresso,0.0,0,63998.0,20k-40k,7,1.6832719621251973,White
Audi,Q8 55 Premium Plus,14750,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Silver,Black,0.0,1,61059.0,0-20k,4,4.139593220338983,Silver
Subaru,WRX Base,52500,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Black,0.0,1,23000.0,40k-60k,10,0.4380952380952381,Gray
Chevrolet,Suburban LT,207571,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Black,Black,1.0,1,21000.0,200k+,8,0.10117020200316999,Black
INFINITI,QX60 Pure,39000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,Gray,0.0,1,29900.0,20k-40k,5,0.7666666666666667,Gray
INFINITI,QX60 Base,93500,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,16000.0,80k-100k,8,0.1711229946524064,Black
BMW,M4 Base,7200,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,64000.0,0-20k,7,8.88888888888889,Black
Maserati,MC20 MC20,1220,Gasoline,"Nettuno 3L V-6 port/direct injection, DOHC, variable valve contr",other,other,0.0,0,238900.0,0-20k,3,195.81967213114754,other
Land,Rover Defender SE,8421,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Black,White,0.0,1,90000.0,0-20k,2,10.687566797292483,Black
BMW,M8 Base,25520,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Brands Hatch Gray Metallic,Black,0.0,0,84900.0,20k-40k,5,3.3268025078369905,other
Tesla,Model Y Performance,30554,Electric,Electric,Blue,Black,0.0,0,41999.0,20k-40k,5,1.3745827060286706,Blue
Volvo,C40 Recharge Pure Electric Twin Ultimate,17000,Electric,402.0HP Electric Motor Electric Fuel System,Gray,Blue,0.0,1,54900.0,0-20k,2,3.2294117647058824,Gray
Mercedes-Benz,SL-Class SL 550,41314,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Red,White,1.0,1,30999.0,40k-60k,14,0.7503267657452679,Red
Land,Rover Range Rover P525 HSE SWB,49899,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,White,Black,1.0,1,64500.0,40k-60k,5,1.292611074370228,White
Ford,Escape XLT,186268,E85 Flex Fuel,240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,Blue,Black,0.0,1,4500.0,150k-200k,13,0.024158739021195266,Blue
Lexus,ES 350 Base,51335,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Silver,Black,1.0,1,25995.0,40k-60k,9,0.5063796629979546,Silver
Porsche,718 Boxster GTS,10400,Gasoline,365.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Gray,Black,0.0,1,99750.0,0-20k,6,9.591346153846153,Gray
Mercedes-Benz,G-Class G 550,20622,Gasoline,4.0 Liter Twin Turbo,designo Diamond White Metallic,Black,0.0,0,142998.0,20k-40k,5,6.934244981088158,other
RAM,1500 Big Horn,19376,Gasoline,5.7L V8 16V MPFI OHV,Bright White Clearcoat,Black,0.0,1,45861.0,0-20k,3,2.366897192402973,other
Audi,R8 5.2 V10 performance,12245,Gasoline,5.2L V10 40V PDI DOHC,Daytona Gray Pearl Effect w/ Black Roof,Black / Express Red,0.0,0,187900.0,0-20k,5,15.345038791343406,other
Mitsubishi,Lancer Evolution IX,77000,Gasoline,286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Silver,Black,0.0,1,57000.0,60k-80k,19,0.7402597402597403,Silver
Acura,TL Technology,40000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Blue,Gray,0.0,1,24000.0,20k-40k,12,0.6,Blue
Cadillac,CTS Luxury,113000,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,White,Beige,0.0,1,10000.0,100k-150k,13,0.08849557522123894,White
Chevrolet,Camaro 1SS,7600,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gray,Black,1.0,1,46000.0,0-20k,3,6.052631578947368,Gray
Toyota,Camry Hybrid LE,20400,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,White,Gray,0.0,1,29900.0,20k-40k,3,1.4656862745098038,White
Ford,Transit-350 XLT,115000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Gray,0.0,1,39000.0,100k-150k,6,0.3391304347826087,White
Lexus,RX 450h Base,239000,Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Black,Black,0.0,1,7000.0,200k+,13,0.029288702928870293,Black
Jaguar,F-TYPE V6 S,62194,Gasoline,3.0 Liter SC ULEV,Black,Black,0.0,0,32998.0,60k-80k,11,0.5305656494195582,Black
Jeep,Wrangler Sahara,22138,Gasoline,3.6 Liter,Black,Black,0.0,0,38598.0,20k-40k,5,1.743517932965941,Black
Porsche,718 Boxster S,48900,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Blue,Black,0.0,1,62500.0,40k-60k,8,1.278118609406953,Blue
Audi,R8 5.2,21800,Gasoline,525.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,White,Black,0.0,1,117000.0,20k-40k,11,5.36697247706422,White
Lincoln,MKZ Base,68200,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Silver,Black,1.0,1,16750.0,60k-80k,9,0.24560117302052786,Silver
Chevrolet,S-10 LS Crew Cab,139000,Gasoline,190.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,Red,Gray,0.0,1,7000.0,100k-150k,24,0.050359712230215826,Red
Mercedes-Benz,G-Class G 550 4MATIC,76100,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,0.0,1,130000.0,60k-80k,4,1.7082785808147174,Black
Lexus,RX 350 RX 350 F SPORT Handling,14330,Gasoline,3.5 Liter DOHC,Black,Red,0.0,0,54998.0,0-20k,3,3.8379623168178645,Black
BMW,750 i xDrive,41906,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Blue,White,1.0,1,45999.0,40k-60k,6,1.0976709779029257,Blue
Chevrolet,Camaro 2SS,164000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Black,Red,0.0,1,21500.0,150k-200k,9,0.13109756097560976,Black
